stud.id,semester,major,minor,math_score,statistics_score,math_grade,statistics_grade
685660,4th,Biology,Environmental Sciences,77,80,g. 07,g. 07
460855,6th,Environmental Sciences,Economics and Finance,71,70,g. 07,g. 07
918397,5th,Political Science,Mathematics and Statistics,58,52,g. 02,g. 02
110348,3rd,Political Science,Biology,59,60,g. 02,g. 02
758311,4th,Environmental Sciences,Social Sciences,78,68,g. 07,g. 12
433512,3rd,Mathematics and Statistics,Economics and Finance,93,88,g. 12,g. 12
350085,6th,Political Science,Biology,59,52,g. 02,g. 02
305541,6th,Biology,Mathematics and Statistics,70,80,g. 07,g. 07
480495,4th,Economics and Finance,Environmental Sciences,68,59,g. 04,g. 12
249763,4th,Environmental Sciences,Biology,73,66,g. 07,g. 12
872896,4th,Political Science,Environmental Sciences,62,58,g. 04,g. 12
778702,4th,Biology,Political Science,75,73,g. 07,g. 07
962863,5th,Social Sciences,Political Science,42,35,g. 00,g. 00
666323,3rd,Mathematics and Statistics,Political Science,88,83,g. 10,g. 10
617513,3rd,Environmental Sciences,Mathematics and Statistics,78,71,g. 07,g. 07
652907,5th,Social Sciences,Environmental Sciences,47,50,g. 00,g. 00
274409,4th,Political Science,Environmental Sciences,51,50,g. 02,g. 02
379904,6th,Economics and Finance,Biology,65,71,g. 04,g. 04
814294,5th,Economics and Finance,Mathematics and Statistics,65,64,g. 04,g. 04
584923,4th,Political Science,Mathematics and Statistics,61,51,g. 04,g. 12
241082,3rd,Environmental Sciences,Mathematics and Statistics,72,74,g. 07,g. 07
696729,6th,Environmental Sciences,Political Science,79,73,g. 07,g. 07
378815,5th,Economics and Finance,Environmental Sciences,73,72,g. 07,g. 07
388381,3rd,Environmental Sciences,Mathematics and Statistics,76,74,g. 07,g. 07
909703,4th,Environmental Sciences,Mathematics and Statistics,70,70,g. 07,g. 07
711175,3rd,Biology,Social Sciences,81,81,g. 10,g. 10
781024,5th,Economics and Finance,Mathematics and Statistics,68,64,g. 04,g. 04
549947,4th,Biology,Social Sciences,78,77,g. 07,g. 07
636891,3rd,Mathematics and Statistics,Biology,95,92,g. 12,g. 12
389479,3rd,Economics and Finance,Mathematics and Statistics,61,65,g. 04,g. 04
820999,3rd,Economics and Finance,Environmental Sciences,74,68,g. 07,g. 12
510119,3rd,Environmental Sciences,Economics and Finance,69,78,g. 04,g. 04
291003,6th,Mathematics and Statistics,Economics and Finance,89,81,g. 10,g. 10
882907,5th,Biology,Economics and Finance,79,82,g. 07,g. 07
824505,4th,Economics and Finance,Environmental Sciences,61,73,g. 04,g. 04
545326,3rd,Political Science,Social Sciences,54,55,g. 02,g. 02
272944,5th,Political Science,Economics and Finance,64,49,g. 04,g. 12
729358,5th,Biology,Social Sciences,75,82,g. 07,g. 07
678841,5th,Political Science,Mathematics and Statistics,48,51,g. 00,g. 00
593016,4th,Environmental Sciences,Social Sciences,78,68,g. 07,g. 12
692008,4th,Political Science,Social Sciences,59,54,g. 02,g. 02
945776,4th,Biology,Economics and Finance,78,79,g. 07,g. 07
481222,4th,Environmental Sciences,Economics and Finance,62,62,g. 04,g. 04
787999,3rd,Political Science,Biology,53,56,g. 02,g. 02
381745,3rd,Biology,Economics and Finance,82,86,g. 10,g. 10
170888,>6th,Social Sciences,Biology,46,50,g. 00,g. 00
373413,4th,Biology,Mathematics and Statistics,81,73,g. 10,g. 12
165573,4th,Environmental Sciences,Mathematics and Statistics,76,76,g. 07,g. 07
199103,5th,Political Science,Economics and Finance,55,58,g. 02,g. 02
407920,4th,Political Science,Biology,50,52,g. 02,g. 02
495511,>6th,Economics and Finance,Environmental Sciences,70,70,g. 07,g. 07
658589,6th,Social Sciences,Biology,53,53,g. 02,g. 02
137611,3rd,Environmental Sciences,Social Sciences,70,70,g. 07,g. 07
231592,4th,Biology,Environmental Sciences,76,80,g. 07,g. 07
212688,4th,Political Science,Social Sciences,53,47,g. 02,g. 12
651764,6th,Mathematics and Statistics,Environmental Sciences,88,91,g. 10,g. 10
537011,4th,Economics and Finance,Political Science,61,77,g. 04,g. 04
828981,3rd,Economics and Finance,Environmental Sciences,67,66,g. 04,g. 04
909687,3rd,Mathematics and Statistics,Environmental Sciences,91,85,g. 12,g. 12
759837,>6th,Social Sciences,Biology,44,46,g. 00,g. 00
453805,6th,Economics and Finance,Environmental Sciences,67,75,g. 04,g. 04
650150,4th,Mathematics and Statistics,Environmental Sciences,86,95,g. 10,g. 10
747829,4th,Environmental Sciences,Social Sciences,75,70,g. 07,g. 07
978846,3rd,Biology,Economics and Finance,75,76,g. 07,g. 07
736492,3rd,Environmental Sciences,Economics and Finance,71,79,g. 07,g. 07
545003,4th,Mathematics and Statistics,Economics and Finance,88,98,g. 10,g. 10
163325,4th,Biology,Political Science,81,82,g. 10,g. 10
629051,3rd,Political Science,Mathematics and Statistics,54,57,g. 02,g. 02
554345,6th,Biology,Environmental Sciences,72,79,g. 07,g. 07
769520,4th,Social Sciences,Economics and Finance,40,47,g. 00,g. 00
801930,3rd,Biology,Social Sciences,72,82,g. 07,g. 07
247295,>6th,Biology,Political Science,73,79,g. 07,g. 07
207765,6th,Biology,Environmental Sciences,84,79,g. 10,g. 12
223602,4th,Environmental Sciences,Biology,63,85,g. 04,g. 04
928145,5th,Environmental Sciences,Political Science,68,69,g. 04,g. 04
363789,5th,Social Sciences,Political Science,43,39,g. 00,g. 00
363256,4th,Political Science,Biology,62,54,g. 04,g. 12
698434,6th,Mathematics and Statistics,Biology,89,93,g. 10,g. 10
309221,4th,Mathematics and Statistics,Political Science,81,88,g. 10,g. 10
908483,3rd,Political Science,Environmental Sciences,59,60,g. 02,g. 02
960794,5th,Mathematics and Statistics,Political Science,90,94,g. 12,g. 12
652511,6th,Environmental Sciences,Social Sciences,68,75,g. 04,g. 04
746601,3rd,Economics and Finance,Environmental Sciences,60,65,g. 04,g. 04
959007,4th,Social Sciences,Mathematics and Statistics,44,51,g. 00,g. 00
555084,4th,Political Science,Mathematics and Statistics,50,55,g. 02,g. 02
115475,4th,Social Sciences,Political Science,46,47,g. 00,g. 00
508696,5th,Environmental Sciences,Social Sciences,71,63,g. 07,g. 12
394584,3rd,Biology,Environmental Sciences,77,77,g. 07,g. 07
572684,3rd,Environmental Sciences,Economics and Finance,76,67,g. 07,g. 12
546482,>6th,Economics and Finance,Mathematics and Statistics,73,64,g. 07,g. 12
855401,>6th,Economics and Finance,Political Science,55,53,g. 02,g. 02
111998,5th,Environmental Sciences,Mathematics and Statistics,64,72,g. 04,g. 04
394205,6th,Political Science,Economics and Finance,45,55,g. 00,g. 00
927071,4th,Political Science,Environmental Sciences,51,58,g. 02,g. 02
872416,4th,Mathematics and Statistics,Social Sciences,89,92,g. 10,g. 10
532690,6th,Social Sciences,Political Science,48,43,g. 00,g. 00
373214,4th,Environmental Sciences,Social Sciences,74,75,g. 07,g. 07
420495,4th,Social Sciences,Environmental Sciences,38,41,g. 00,g. 00
141913,3rd,Biology,Mathematics and Statistics,76,80,g. 07,g. 07
337390,3rd,Biology,Economics and Finance,75,74,g. 07,g. 07
692455,4th,Biology,Economics and Finance,70,79,g. 07,g. 07
521046,5th,Social Sciences,Political Science,43,49,g. 00,g. 00
774278,4th,Environmental Sciences,Mathematics and Statistics,80,71,g. 10,g. 12
427154,5th,Social Sciences,Economics and Finance,48,41,g. 00,g. 00
411195,5th,Social Sciences,Economics and Finance,37,43,g. 00,g. 00
571311,4th,Political Science,Economics and Finance,53,58,g. 02,g. 02
571052,4th,Political Science,Economics and Finance,55,56,g. 02,g. 02
837316,>6th,Social Sciences,Economics and Finance,42,43,g. 00,g. 00
189204,4th,Environmental Sciences,Social Sciences,70,77,g. 07,g. 07
160990,6th,Economics and Finance,Mathematics and Statistics,73,62,g. 07,g. 12
223835,6th,Mathematics and Statistics,Environmental Sciences,81,93,g. 10,g. 10
842174,6th,Mathematics and Statistics,Biology,91,87,g. 12,g. 12
852898,3rd,Biology,Mathematics and Statistics,80,85,g. 10,g. 10
626801,4th,Economics and Finance,Environmental Sciences,64,67,g. 04,g. 04
877185,3rd,Social Sciences,Environmental Sciences,46,43,g. 00,g. 00
837377,4th,Mathematics and Statistics,Political Science,90,93,g. 12,g. 12
737838,5th,Social Sciences,Mathematics and Statistics,43,51,g. 00,g. 00
123537,3rd,Political Science,Environmental Sciences,55,55,g. 02,g. 02
435596,3rd,Political Science,Biology,44,51,g. 00,g. 00
907433,4th,Environmental Sciences,Social Sciences,65,69,g. 04,g. 04
964465,4th,Biology,Economics and Finance,81,74,g. 10,g. 12
386360,3rd,Environmental Sciences,Economics and Finance,75,68,g. 07,g. 12
375119,5th,Mathematics and Statistics,Biology,84,78,g. 10,g. 12
450560,3rd,Social Sciences,Biology,42,45,g. 00,g. 00
537813,>6th,Biology,Economics and Finance,71,77,g. 07,g. 07
620728,4th,Social Sciences,Economics and Finance,40,45,g. 00,g. 00
642162,3rd,Political Science,Social Sciences,53,60,g. 02,g. 02
891665,>6th,Biology,Social Sciences,72,83,g. 07,g. 07
672789,3rd,Political Science,Biology,59,66,g. 02,g. 02
754921,3rd,Economics and Finance,Political Science,67,69,g. 04,g. 04
269392,4th,Political Science,Mathematics and Statistics,51,60,g. 02,g. 02
936425,3rd,Social Sciences,Mathematics and Statistics,52,53,g. 02,g. 02
547391,5th,Economics and Finance,Biology,63,67,g. 04,g. 04
423213,5th,Mathematics and Statistics,Social Sciences,91,94,g. 12,g. 12
607721,>6th,Mathematics and Statistics,Biology,84,87,g. 10,g. 10
948425,3rd,Environmental Sciences,Biology,72,74,g. 07,g. 07
318832,4th,Social Sciences,Mathematics and Statistics,37,44,g. 00,g. 00
336818,3rd,Mathematics and Statistics,Political Science,89,90,g. 10,g. 10
197076,4th,Environmental Sciences,Political Science,62,73,g. 04,g. 04
157994,3rd,Environmental Sciences,Economics and Finance,77,71,g. 07,g. 07
918215,>6th,Mathematics and Statistics,Political Science,90,94,g. 12,g. 12
443474,3rd,Environmental Sciences,Biology,75,66,g. 07,g. 12
953623,4th,Political Science,Economics and Finance,55,61,g. 02,g. 02
337334,4th,Social Sciences,Environmental Sciences,40,57,g. 00,g. 00
642239,6th,Environmental Sciences,Social Sciences,66,73,g. 04,g. 04
709157,3rd,Political Science,Economics and Finance,57,53,g. 02,g. 02
839791,4th,Economics and Finance,Social Sciences,69,73,g. 04,g. 04
572202,3rd,Economics and Finance,Social Sciences,68,63,g. 04,g. 04
340635,4th,Mathematics and Statistics,Economics and Finance,87,92,g. 10,g. 10
631034,5th,Political Science,Economics and Finance,58,57,g. 02,g. 02
910920,5th,Environmental Sciences,Political Science,64,78,g. 04,g. 04
386164,4th,Economics and Finance,Environmental Sciences,69,74,g. 04,g. 04
229872,5th,Biology,Environmental Sciences,81,81,g. 10,g. 10
393008,3rd,Economics and Finance,Mathematics and Statistics,66,67,g. 04,g. 04
689675,6th,Mathematics and Statistics,Economics and Finance,91,96,g. 12,g. 12
980089,4th,Mathematics and Statistics,Political Science,84,95,g. 10,g. 10
341962,4th,Political Science,Biology,51,47,g. 02,g. 12
409246,>6th,Economics and Finance,Environmental Sciences,63,65,g. 04,g. 04
426069,5th,Economics and Finance,Environmental Sciences,73,69,g. 07,g. 12
320478,4th,Economics and Finance,Mathematics and Statistics,71,65,g. 07,g. 12
745848,3rd,Environmental Sciences,Biology,73,68,g. 07,g. 12
553533,6th,Economics and Finance,Mathematics and Statistics,69,74,g. 04,g. 04
433482,4th,Economics and Finance,Political Science,67,60,g. 04,g. 04
775688,6th,Mathematics and Statistics,Environmental Sciences,82,96,g. 10,g. 10
686608,4th,Mathematics and Statistics,Biology,86,85,g. 10,g. 10
468109,4th,Biology,Economics and Finance,72,79,g. 07,g. 07
477202,6th,Mathematics and Statistics,Political Science,89,82,g. 10,g. 10
128154,3rd,Economics and Finance,Social Sciences,64,63,g. 04,g. 04
841894,5th,Environmental Sciences,Social Sciences,64,73,g. 04,g. 04
949175,4th,Economics and Finance,Environmental Sciences,66,65,g. 04,g. 04
292543,3rd,Economics and Finance,Mathematics and Statistics,58,62,g. 02,g. 02
809766,3rd,Environmental Sciences,Biology,78,73,g. 07,g. 07
309375,3rd,Mathematics and Statistics,Political Science,93,92,g. 12,g. 12
801132,5th,Political Science,Social Sciences,55,49,g. 02,g. 12
226189,3rd,Economics and Finance,Environmental Sciences,65,69,g. 04,g. 04
377383,3rd,Biology,Economics and Finance,83,80,g. 10,g. 10
487175,4th,Political Science,Environmental Sciences,59,57,g. 02,g. 02
659572,5th,Economics and Finance,Environmental Sciences,64,71,g. 04,g. 04
833206,4th,Political Science,Biology,53,62,g. 02,g. 02
155430,4th,Economics and Finance,Mathematics and Statistics,66,70,g. 04,g. 04
365645,3rd,Mathematics and Statistics,Biology,86,93,g. 10,g. 10
384340,3rd,Economics and Finance,Political Science,69,61,g. 04,g. 04
411399,4th,Environmental Sciences,Mathematics and Statistics,72,77,g. 07,g. 07
948092,>6th,Mathematics and Statistics,Economics and Finance,88,96,g. 10,g. 10
465445,6th,Environmental Sciences,Economics and Finance,75,74,g. 07,g. 07
343027,3rd,Political Science,Biology,53,63,g. 02,g. 02
554706,5th,Environmental Sciences,Social Sciences,76,74,g. 07,g. 07
575895,5th,Biology,Political Science,78,75,g. 07,g. 07
505892,3rd,Biology,Environmental Sciences,78,77,g. 07,g. 07
618945,3rd,Mathematics and Statistics,Social Sciences,91,96,g. 12,g. 12
882604,6th,Political Science,Environmental Sciences,48,58,g. 00,g. 00
220662,5th,Social Sciences,Economics and Finance,40,44,g. 00,g. 00
126817,3rd,Economics and Finance,Environmental Sciences,58,59,g. 02,g. 02
177933,3rd,Biology,Environmental Sciences,73,76,g. 07,g. 07
985960,5th,Biology,Environmental Sciences,81,85,g. 10,g. 10
119720,3rd,Political Science,Environmental Sciences,58,61,g. 02,g. 02
357001,4th,Environmental Sciences,Biology,70,71,g. 07,g. 07
721855,3rd,Political Science,Economics and Finance,61,57,g. 04,g. 12
605010,6th,Political Science,Economics and Finance,45,59,g. 00,g. 00
803721,3rd,Mathematics and Statistics,Environmental Sciences,87,91,g. 10,g. 10
406784,5th,Political Science,Mathematics and Statistics,58,54,g. 02,g. 02
155664,4th,Environmental Sciences,Biology,75,74,g. 07,g. 07
599667,5th,Economics and Finance,Political Science,60,68,g. 04,g. 04
606238,4th,Political Science,Mathematics and Statistics,55,59,g. 02,g. 02
741864,5th,Social Sciences,Biology,40,50,g. 00,g. 00
456552,5th,Biology,Political Science,82,82,g. 10,g. 10
860371,3rd,Biology,Social Sciences,79,71,g. 07,g. 07
857764,5th,Social Sciences,Environmental Sciences,43,43,g. 00,g. 00
521170,3rd,Social Sciences,Environmental Sciences,50,40,g. 02,g. 12
989332,5th,Economics and Finance,Mathematics and Statistics,74,65,g. 07,g. 12
937660,4th,Social Sciences,Biology,45,50,g. 00,g. 00
497075,5th,Social Sciences,Biology,42,41,g. 00,g. 00
602560,6th,Political Science,Social Sciences,50,68,g. 02,g. 02
419070,6th,Political Science,Economics and Finance,57,51,g. 02,g. 02
168730,4th,Environmental Sciences,Economics and Finance,70,74,g. 07,g. 07
548907,5th,Environmental Sciences,Economics and Finance,69,74,g. 04,g. 04
660635,4th,Biology,Social Sciences,75,82,g. 07,g. 07
707943,3rd,Mathematics and Statistics,Environmental Sciences,90,92,g. 12,g. 12
971054,5th,Political Science,Mathematics and Statistics,61,50,g. 04,g. 12
868549,3rd,Environmental Sciences,Economics and Finance,72,76,g. 07,g. 07
414413,3rd,Mathematics and Statistics,Environmental Sciences,82,86,g. 10,g. 10
184375,5th,Social Sciences,Biology,41,45,g. 00,g. 00
951026,4th,Biology,Economics and Finance,76,79,g. 07,g. 07
970911,5th,Biology,Mathematics and Statistics,74,72,g. 07,g. 07
667837,3rd,Political Science,Social Sciences,38,59,g. 00,g. 00
901777,3rd,Political Science,Mathematics and Statistics,56,54,g. 02,g. 02
495607,3rd,Economics and Finance,Political Science,79,68,g. 07,g. 12
364152,>6th,Biology,Social Sciences,85,87,g. 10,g. 10
954759,4th,Environmental Sciences,Economics and Finance,74,66,g. 07,g. 12
934357,5th,Economics and Finance,Biology,69,64,g. 04,g. 04
490824,5th,Political Science,Social Sciences,57,46,g. 02,g. 12
921305,5th,Environmental Sciences,Biology,73,73,g. 07,g. 07
847915,4th,Biology,Economics and Finance,73,76,g. 07,g. 07
128608,4th,Biology,Political Science,69,83,g. 04,g. 04
139857,3rd,Environmental Sciences,Political Science,72,69,g. 07,g. 12
462992,6th,Economics and Finance,Environmental Sciences,58,66,g. 02,g. 02
767937,6th,Social Sciences,Biology,45,39,g. 00,g. 00
244282,6th,Political Science,Economics and Finance,57,51,g. 02,g. 02
542732,>6th,Social Sciences,Mathematics and Statistics,50,53,g. 02,g. 02
749026,5th,Environmental Sciences,Mathematics and Statistics,72,70,g. 07,g. 07
873265,3rd,Environmental Sciences,Biology,70,74,g. 07,g. 07
514480,6th,Environmental Sciences,Mathematics and Statistics,68,78,g. 04,g. 04
496769,6th,Economics and Finance,Environmental Sciences,67,70,g. 04,g. 04
778140,4th,Biology,Environmental Sciences,74,83,g. 07,g. 07
382348,4th,Economics and Finance,Biology,67,59,g. 04,g. 12
557845,4th,Economics and Finance,Environmental Sciences,64,70,g. 04,g. 04
197570,3rd,Environmental Sciences,Social Sciences,71,69,g. 07,g. 12
256839,5th,Biology,Political Science,76,75,g. 07,g. 07
160395,4th,Environmental Sciences,Biology,70,68,g. 07,g. 12
565419,4th,Political Science,Mathematics and Statistics,46,54,g. 00,g. 00
686461,6th,Political Science,Environmental Sciences,59,61,g. 02,g. 02
484699,6th,Mathematics and Statistics,Environmental Sciences,91,89,g. 12,g. 12
965496,4th,Biology,Social Sciences,77,73,g. 07,g. 07
266076,6th,Biology,Social Sciences,71,78,g. 07,g. 07
437820,6th,Environmental Sciences,Economics and Finance,77,72,g. 07,g. 07
275329,3rd,Biology,Economics and Finance,79,80,g. 07,g. 07
841378,5th,Political Science,Social Sciences,49,58,g. 00,g. 00
372347,3rd,Environmental Sciences,Biology,74,78,g. 07,g. 07
468914,4th,Mathematics and Statistics,Biology,89,94,g. 10,g. 10
539861,3rd,Biology,Environmental Sciences,71,81,g. 07,g. 07
846834,4th,Environmental Sciences,Mathematics and Statistics,70,73,g. 07,g. 07
594278,6th,Biology,Social Sciences,77,70,g. 07,g. 07
680299,3rd,Political Science,Social Sciences,49,59,g. 00,g. 00
354806,>6th,Biology,Environmental Sciences,77,78,g. 07,g. 07
358742,4th,Economics and Finance,Social Sciences,71,65,g. 07,g. 12
734790,6th,Biology,Political Science,75,79,g. 07,g. 07
867636,4th,Political Science,Environmental Sciences,54,55,g. 02,g. 02
263851,4th,Biology,Environmental Sciences,77,81,g. 07,g. 07
725066,6th,Economics and Finance,Biology,67,68,g. 04,g. 04
838585,5th,Political Science,Environmental Sciences,56,57,g. 02,g. 02
306442,4th,Social Sciences,Political Science,39,46,g. 00,g. 00
452620,4th,Economics and Finance,Political Science,61,55,g. 04,g. 12
832596,>6th,Mathematics and Statistics,Environmental Sciences,87,87,g. 10,g. 10
